episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/load_time_ms,info/grad_time_ms,info/update_time_ms,perf/cpu_util_percent,perf/ram_util_percent,info/learner/avProbe/cur_kl_coeff,info/learner/avProbe/cur_lr,info/learner/avProbe/total_loss,info/learner/avProbe/policy_loss,info/learner/avProbe/vf_loss,info/learner/avProbe/vf_explained_var,info/learner/avProbe/kl,info/learner/avProbe/entropy,info/learner/avProbe/entropy_coeff
-552466.3482263021,-2185251.7481666417,-1351259.0320588453,989.8852459016393,1,4000,False,68006,61,17,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-25-40,1684527940,47.386468172073364,677.4935030937195,4122,HR1,10.49.0.104,677.4935030937195,68006,17,20,b815bb28,0,301440,68006,40177.238,6.233,2572.966,7.704,26.580882352941174,16.901470588235302,3.051757857974735e-06,4.999999873689376e-05,190252900.0,5.4080215e-06,190252900.0,0.000136045,3.9687216e-05,1.3594401,0.0
-368281.26630329585,-2185251.7481666417,-1335404.5519660136,980.6290322580645,1,4000,False,72006,62,18,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-26-20,1684527980,40.0814106464386,717.5749137401581,4122,HR1,10.49.0.104,717.5749137401581,72006,18,20,b815bb28,0,321408,72006,40222.932,6.164,2590.349,7.922,38.743859649122804,16.900000000000002,1.5258789289873675e-06,4.999999873689376e-05,245387500.0,-0.00049366173,245387500.0,3.7304482e-05,4.3414693e-05,1.3660772,0.0
-368281.26630329585,-2185251.7481666417,-1335404.5519660139,980.6290322580645,0,4000,False,76006,62,19,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-27-07,1684528027,47.24751830101013,764.8224320411682,4122,HR1,10.49.0.104,764.8224320411682,76006,19,20,b815bb28,0,336128,76006,40166.462,5.91,2550.747,7.901,40.03823529411765,16.957352941176477,7.629394644936838e-07,4.999999873689376e-05,145996780.0,0.00012873148,145996780.0,8.3320556e-05,0.00029585054,1.3806409,0.0
-368281.26630329585,-2185251.7481666417,-1270938.8027246546,984.9875,18,4005,False,80011,80,20,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-28-00,1684528080,52.777406454086304,817.5998384952545,4122,HR1,10.49.0.104,817.5998384952545,80011,20,20,b815bb28,0,338688,80011,39884.083,5.614,2412.987,8.004,40.796,16.902666666666672,3.814697322468419e-07,4.999999873689376e-05,170026340.0,0.0010494742,170026340.0,4.197657e-05,5.2748037e-05,1.3904713,0.0
-368281.26630329585,-2185251.7481666417,-1270938.8027246546,984.9875,0,4000,False,84011,80,21,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-28-44,1684528124,43.813591718673706,861.4134302139282,4122,HR1,10.49.0.104,861.4134302139282,84011,21,20,b815bb28,0,358016,84011,42485.51,5.618,2448.177,7.788,18.633870967741938,16.900000000000002,1.9073486612342094e-07,4.999999873689376e-05,30457082.0,-0.0009902398,30457082.0,0.0010939485,0.0008957666,1.3817866,0.0
-368281.26630329585,-2185251.7481666417,-1268458.5789399496,985.1728395061729,1,4000,False,88011,81,22,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-29-31,1684528171,47.47602939605713,908.8894596099854,4122,HR1,10.49.0.104,908.8894596099854,88011,22,20,b815bb28,0,376064,88011,44127.8,5.429,2413.79,8.049,26.516176470588235,16.900000000000006,9.536743306171047e-08,4.999999873689376e-05,99704860.0,-0.00024060551,99704860.0,0.00015871195,0.000811968,1.3587898,0.0
-368281.26630329585,-2185251.7481666417,-1260401.8503559427,985.3536585365854,1,4000,False,92011,82,23,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-30-10,1684528210,39.23057436943054,948.1200339794159,4122,HR1,10.49.0.104,948.1200339794159,92011,23,20,b815bb28,0,395904,92011,43962.795,5.733,2438.166,7.948,38.17678571428571,16.900000000000002,4.7683716530855236e-08,4.999999873689376e-05,159969120.0,-0.00059369166,159969120.0,3.0491814e-05,0.0014447824,1.3243563,0.0
-368281.26630329585,-2185251.7481666417,-1260401.8503559425,985.3536585365854,0,4000,False,96011,82,24,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-30-58,1684528258,47.22602295875549,995.3460569381714,4122,HR1,10.49.0.104,995.3460569381714,96011,24,20,b815bb28,0,409472,96011,43850.081,5.944,2400.67,7.97,39.1970588235294,16.900000000000006,2.3841858265427618e-08,4.999999873689376e-05,61563476.0,-0.00079462974,61563476.0,8.3844614e-05,6.317651e-05,1.3194447,0.0
-368281.26630329585,-2185251.7481666417,-1177848.1553315509,987.99,18,4008,False,100019,100,25,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-31-50,1684528310,52.59995937347412,1047.9460163116455,4122,HR1,10.49.0.104,1047.9460163116455,100019,25,20,b815bb28,0,412160,100019,43726.816,5.997,2415.084,7.667,40.346666666666664,16.878666666666668,1.1920929132713809e-08,4.999999873689376e-05,116904790.0,-0.0031262364,116904790.0,-1.1557624e-05,9.362171e-05,1.3236911,0.0
-368281.26630329585,-2185251.7481666417,-1177848.1553315509,987.99,0,4000,False,104019,100,26,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-32-34,1684528354,43.50997853279114,1091.4559948444366,4122,HR1,10.49.0.104,1091.4559948444366,104019,26,20,b815bb28,0,431232,104019,43650.554,6.291,2443.88,7.509,18.669354838709676,16.900000000000002,5.9604645663569045e-09,4.999999873689376e-05,30150552.0,0.00068680814,30150552.0,0.0012896473,0.00071482523,1.3069537,0.0
-368281.26630329585,-2185251.7481666417,-1153074.407943845,987.99,2,4016,False,108035,102,27,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-33-27,1684528407,53.159937620162964,1144.6159324645996,4122,HR1,10.49.0.104,1144.6159324645996,108035,27,20,b815bb28,0,449280,108035,44204.304,6.207,2468.207,7.131,24.59736842105263,16.900000000000006,2.9802322831784522e-09,4.999999873689376e-05,107766490.0,-0.00021434993,107766490.0,8.290499e-05,0.00069989177,1.2844788,0.0
-368281.26630329585,-2185251.7481666417,-1153074.407943845,987.99,0,4000,False,112035,102,28,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-34-06,1684528446,39.28319263458252,1183.8991250991821,4122,HR1,10.49.0.104,1183.8991250991821,112035,28,20,b815bb28,0,469248,112035,44133.373,6.492,2459.188,7.225,37.978571428571435,16.900000000000002,1.4901161415892261e-09,4.999999873689376e-05,233023860.0,-0.0006146512,233023890.0,2.1830201e-05,0.0006293167,1.3043714,0.0
-368281.26630329585,-2185251.7481666417,-1153074.407943845,987.99,0,4000,False,116035,102,29,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-34-53,1684528493,46.784345388412476,1230.6834704875946,4122,HR1,10.49.0.104,1230.6834704875946,116035,29,20,b815bb28,0,481024,116035,44144.699,6.901,2401.946,7.169,39.87272727272727,16.900000000000006,7.450580707946131e-10,4.999999873689376e-05,81346860.0,-0.00040468946,81346860.0,4.8557053e-05,0.0003070754,1.312741,0.0
-368281.26630329585,-1948867.7833517103,-1028898.9203361445,987.99,18,4000,False,120035,120,30,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-35-44,1684528544,51.14789533615112,1281.8313658237457,4122,HR1,10.49.0.104,1281.8313658237457,120035,30,20,b815bb28,0,483328,120035,43986.818,6.836,2396.951,6.896,41.27397260273972,16.88219178082192,3.7252903539730653e-10,4.999999873689376e-05,86404216.0,0.0026011735,86404216.0,7.073747e-05,3.3897013e-05,1.3205184,0.0
-368281.26630329585,-1948867.7833517103,-1028898.9203361445,987.99,0,4000,False,124035,120,31,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-36-27,1684528587,42.06411123275757,1323.8954770565033,4122,HR1,10.49.0.104,1323.8954770565033,124035,31,20,b815bb28,0,502144,124035,43867.513,6.717,2340.583,7.102,18.83666666666667,16.9,1.8626451769865326e-10,4.999999873689376e-05,30138678.0,-0.00083455705,30138678.0,0.0015396569,0.0015828948,1.2976707,0.0
-368281.26630329585,-1948867.7833517103,-1015293.5741717543,987.99,2,4000,False,128035,122,32,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-37-16,1684528636,49.70449948310852,1373.5999765396118,4122,HR1,10.49.0.104,1373.5999765396118,128035,32,20,b815bb28,0,520192,128035,44076.299,6.763,2354.795,6.782,25.677464788732397,16.90000000000001,9.313225884932663e-11,4.999999873689376e-05,127182170.0,-0.0005547246,127182170.0,5.629342e-05,0.00091960235,1.2648132,0.0
-368281.26630329585,-1948867.7833517103,-1015293.5741717543,987.99,0,4000,False,132035,122,33,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-37-56,1684528676,39.394766092300415,1412.9947426319122,4122,HR1,10.49.0.104,1412.9947426319122,132035,33,20,b815bb28,0,540160,132035,44080.136,6.66,2367.547,6.461,37.873684210526314,16.910526315789475,4.6566129424663316e-11,4.999999873689376e-05,238176290.0,-0.00018282923,238176290.0,1.7507336e-05,0.0003262415,1.2776884,0.0
-368281.26630329585,-1948867.7833517103,-1015293.5741717543,987.99,0,4000,False,136035,122,34,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-38-44,1684528724,47.8492317199707,1460.843974351883,4122,HR1,10.49.0.104,1460.843974351883,136035,34,20,b815bb28,0,551040,136035,44182.135,6.588,2327.776,6.468,39.779411764705884,17.016176470588235,2.3283064712331658e-11,4.999999873689376e-05,59918950.0,0.00040158298,59918950.0,4.594957e-05,0.00020052536,1.2632575,0.0
-368281.26630329585,-1891371.663532543,-896569.939477666,987.99,18,4000,False,140035,140,35,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-39-35,1684528775,51.58472990989685,1512.4287042617798,4122,HR1,10.49.0.104,1512.4287042617798,140035,35,20,b815bb28,0,553088,140035,44092.15,6.683,2315.529,6.439,42.20684931506849,16.982191780821914,1.1641532356165829e-11,4.999999873689376e-05,197915440.0,0.00017419131,197915440.0,2.637133e-05,3.531779e-05,1.2594337,0.0
-368281.26630329585,-1891371.663532543,-896569.939477666,987.99,0,4000,False,144035,140,36,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-40-18,1684528818,42.36161828041077,1554.7903225421906,4122,HR1,10.49.0.104,1554.7903225421906,144035,36,20,b815bb28,0,571904,144035,44006.257,6.441,2286.45,6.26,20.363934426229505,17.091803278688523,5.8207661780829145e-12,4.999999873689376e-05,21551306.0,-0.00022800789,21551306.0,0.0020975138,0.00043892785,1.2563263,0.0
-368281.26630329585,-1891371.663532543,-887906.7760591964,994.16,2,4000,False,148035,142,37,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-41-07,1684528867,48.91031622886658,1603.7006387710571,4122,HR1,10.49.0.104,1603.7006387710571,148035,37,20,b815bb28,0,589952,148035,43630.307,6.582,2237.15,6.313,26.05,17.034285714285716,2.9103830890414573e-12,4.999999873689376e-05,79990710.0,-0.0010736944,79990710.0,7.106311e-05,6.639128e-05,1.2572087,0.0
-368281.26630329585,-1891371.663532543,-887906.7760591964,994.16,0,4000,False,152035,142,38,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-41-46,1684528906,39.60693573951721,1643.3075745105743,4122,HR1,10.49.0.104,1643.3075745105743,152035,38,20,b815bb28,0,609920,152035,43683.11,6.55,2217.586,5.979,40.61071428571428,17.110714285714288,1.4551915445207286e-12,4.999999873689376e-05,166992560.0,7.2888935e-05,166992560.0,2.2001755e-05,2.4293597e-05,1.2531884,0.0
-368281.26630329585,-1891371.663532543,-887906.7760591964,994.16,0,4000,False,156035,142,39,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-42-33,1684528953,46.9334352016449,1690.2410097122192,4122,HR1,10.49.0.104,1690.2410097122192,156035,39,20,b815bb28,0,621056,156035,43718.307,6.437,2196.752,5.96,42.13880597014926,17.156716417910452,7.275957722603643e-13,4.999999873689376e-05,61442620.0,-0.0007423313,61442620.0,3.6190297e-05,0.00069424347,1.2353934,0.0
-368281.26630329585,-1891371.663532543,-836010.761465641,994.16,18,4000,False,160035,160,40,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-43-25,1684529005,51.81603002548218,1742.0570397377014,4122,HR1,10.49.0.104,1742.0570397377014,160035,40,20,b815bb28,0,623104,160035,43788.99,6.46,2192.163,6.068,41.498648648648654,17.139189189189185,3.6379788613018216e-13,4.999999873689376e-05,312297200.0,-0.003979281,312297200.0,9.201467e-06,7.392408e-05,1.2298999,0.0
-368281.26630329585,-1891371.663532543,-836010.7614656406,994.16,0,4000,False,164035,160,41,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-44-07,1684529047,42.35680150985718,1784.4138412475586,4122,HR1,10.49.0.104,1784.4138412475586,164035,41,20,b815bb28,0,641920,164035,43819.758,6.422,2190.046,6.303,19.45409836065574,17.016393442622952,1.8189894306509108e-13,4.999999873689376e-05,16144280.0,0.00073074567,16144280.0,0.0028154347,0.00033883075,1.2372403,0.0
-385797.00967624946,-1891371.663532543,-844295.9441143489,1000.0,2,4000,False,168035,162,42,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-44-57,1684529097,49.34876561164856,1833.7626068592072,4122,HR1,10.49.0.104,1833.7626068592072,168035,42,20,b815bb28,0,659968,168035,43813.847,6.201,2161.281,6.288,26.087142857142858,17.0,9.094947153254554e-14,4.999999873689376e-05,65948280.0,-0.0015219834,65948280.0,4.7646092e-05,0.0024654346,1.2195671,0.0
-385797.00967624946,-1891371.663532543,-844295.9441143492,1000.0,0,4000,False,172035,162,43,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-45-35,1684529135,38.67384696006775,1872.436453819275,4122,HR1,10.49.0.104,1872.436453819275,172035,43,20,b815bb28,0,679936,172035,43769.712,5.937,2134.671,6.345,38.52909090909092,17.0,4.547473576627277e-14,4.999999873689376e-05,281583460.0,-0.0009435427,281583460.0,1.303202e-05,0.0013186809,1.2507544,0.0
-385797.00967624946,-1891371.663532543,-844295.9441143492,1000.0,0,4000,False,176035,162,44,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-46-21,1684529181,45.232959508895874,1917.6694133281708,4122,HR1,10.49.0.104,1917.6694133281708,176035,44,20,b815bb28,0,690176,176035,43524.068,5.734,2118.93,6.339,40.32769230769231,17.06923076923077,2.2737367883136385e-14,4.999999873689376e-05,40880544.0,-0.0014941279,40880548.0,2.924949e-05,0.000101308964,1.2509348,0.0
-385797.00967624946,-1326646.79488403,-791228.6834238155,1000.0,18,4000,False,180035,180,45,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-47-12,1684529232,50.79507279396057,1968.4644861221313,4122,HR1,10.49.0.104,1968.4644861221313,180035,45,20,b815bb28,0,692224,180035,43445.727,5.557,2118.117,6.758,41.57083333333334,17.068055555555556,1.1368683941568192e-14,4.999999873689376e-05,88502620.0,0.002654301,88502620.0,2.2087246e-05,8.3388615e-05,1.2500507,0.0
-385797.00967624946,-1326646.79488403,-791228.6834238154,1000.0,0,4000,False,184035,180,46,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-47-54,1684529274,42.83880400657654,2011.3032901287079,4122,HR1,10.49.0.104,2011.3032901287079,184035,46,20,b815bb28,0,710912,184035,43501.611,5.796,2109.344,6.872,20.538709677419355,17.074193548387097,5.684341970784096e-15,4.999999873689376e-05,24371982.0,8.321176e-05,24371984.0,0.002004611,0.00022565096,1.2403485,0.0
-385797.00967624946,-1326646.79488403,-787231.9867723505,1000.0,2,4000,False,188035,182,47,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-48-45,1684529325,50.190590143203735,2061.4938802719116,4122,HR1,10.49.0.104,2061.4938802719116,188035,47,20,b815bb28,0,728960,188035,43620.465,6.179,2117.658,7.116,27.387323943661976,17.31971830985916,2.842170985392048e-15,4.999999873689376e-05,99811870.0,-0.00035778998,99811870.0,3.2659118e-05,0.0014154413,1.2118628,0.0
-385797.00967624946,-1326646.79488403,-787231.9867723506,1000.0,0,4000,False,192035,182,48,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-49-24,1684529364,39.21945238113403,2100.7133326530457,4122,HR1,10.49.0.104,2100.7133326530457,192035,48,20,b815bb28,0,748928,192035,43540.129,5.877,2158.58,7.408,38.771428571428565,17.33214285714286,1.421085492696024e-15,4.999999873689376e-05,228416850.0,-0.00068826915,228416850.0,7.591186e-06,0.00027736975,1.202085,0.0
-385797.00967624946,-1326646.79488403,-787231.9867723506,1000.0,0,4000,False,196035,182,49,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-50-10,1684529410,46.04903268814087,2146.7623653411865,4122,HR1,10.49.0.104,2146.7623653411865,196035,49,20,b815bb28,0,758912,196035,43469.025,5.577,2142.21,7.484,41.804545454545455,17.233333333333334,7.10542746348012e-16,4.999999873689376e-05,72347540.0,-0.00015895165,72347540.0,1.0883196e-05,5.8573237e-06,1.1989042,0.0
-385797.00967624946,-1326646.79488403,-784680.225061307,1000.0,18,4000,False,200035,200,50,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-51-01,1684529461,50.942546129226685,2197.704911470413,4122,HR1,10.49.0.104,2197.704911470413,200035,50,20,b815bb28,0,760960,200035,43381.413,5.701,2142.49,7.604,41.83698630136987,17.21917808219178,3.55271373174006e-16,4.999999873689376e-05,181264580.0,0.002753295,181264580.0,8.203089e-06,4.3465465e-05,1.2056706,0.0
-385797.00967624946,-1326646.79488403,-784680.2250613066,1000.0,0,4000,False,204035,200,51,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-51-43,1684529503,41.974979877471924,2239.679891347885,4122,HR1,10.49.0.104,2239.679891347885,204035,51,20,b815bb28,0,779648,204035,43347.194,5.81,2138.964,7.336,19.54,17.1,1.77635686587003e-16,4.999999873689376e-05,20394668.0,-0.0017923756,20394668.0,0.0023320094,0.0020842217,1.1870791,0.0
-385797.00967624946,-1326646.79488403,-783082.0823522708,1000.0,2,4000,False,208035,202,52,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-52-34,1684529554,50.63503408432007,2290.314925432205,4122,HR1,10.49.0.104,2290.314925432205,208035,52,20,b815bb28,0,797696,208035,43451.855,6.156,2162.301,7.532,26.977777777777778,17.22361111111111,8.88178432935015e-17,4.999999873689376e-05,84716216.0,-0.0012006453,84716216.0,2.0652375e-05,0.0008435354,1.1668285,0.0
-385797.00967624946,-1326646.79488403,-783082.0823522706,1000.0,0,4000,False,212035,202,53,2dcd34d4f71a4f9a8717755113320812,2023-05-19_16-53-14,1684529594,39.84946608543396,2330.164391517639,4122,HR1,10.49.0.104,2330.164391517639,212035,53,20,b815bb28,0,817664,212035,43555.538,6.547,2175.548,7.935,41.37017543859648,17.380701754385964,4.440892164675075e-17,4.999999873689376e-05,198304770.0,-0.00033989205,198304770.0,8.589946e-06,0.00036909047,1.1497165,0.0
